"Date"	"DateStr"	"DateNo"	"RecTime"	"ZT"	"RecNo"	"NrnNo"	"Geno"	"Prot"	"IApp"	"NEps"	"FR"	"Amp"	"PSD"	"RI"	"tau"	"C"	"Notes"	"Notebook"	"Page"	"RedCheck"
"Thu Nov 11 00:00:00 2010"	11112010	0	42330.015		0		"WT"	"VClamp"		1										0
"Thu Nov 11 00:00:00 2010"	11112010	0	42366.156		1		"WT"	"VClamp"		21										0
"Thu Nov 11 00:00:00 2010"	11112010	0	42511.515		2		"WT"	"VClamp"		10										0
"Thu Nov 11 00:00:00 2010"	11112010	0	42563.171		3		"WT"	"VClamp"		12										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43028.671		4		"WT"	"VClamp"		12										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43065.109		5		"WT"	"VClamp"		4										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43075.906		6		"WT"	"VClamp"		12										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43179.671		7		"WT"	"VClamp"		100										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43537.234		8		"WT"	"VClamp"		1										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43550.14		9		"WT"	"VClamp"		37										0
"Thu Nov 11 00:00:00 2010"	11112010	0	43924.437		10		"WT"	"VClamp"		8										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66350.796		11		"WT"	"VClamp"		12										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66363.281		12		"WT"	"VClamp"		5										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66403.734		13		"WT"	"VClamp"		1										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66406.875		14		"WT"	"VClamp"		12										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66602.515		15		"WT"	"VClamp"		18										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66692.5		16		"WT"	"VClamp"		2										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66764.812		17		"WT"	"VClamp"		1										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66795.531		18		"WT"	"VClamp"		3										0
"Thu Nov 11 00:00:00 2010"	11112010	0	66896.015		19		"WT"	"VClamp"		20										0
"Thu Nov 11 00:00:00 2010"	11112010	0	67156.859		20		"WT"	"VClamp"		20										0
"Thu Nov 11 00:00:00 2010"	11112010	0	46744.343		0		"WT"	"VClamp"		9										0
"Fri Nov 12 00:00:00 2010"	11122010	1	46807.593		0		"WT"	"VClamp"		6										0
"Fri Nov 12 00:00:00 2010"	11122010	1	46821.906		1		"WT"	"VClamp"		12										0
"Fri Nov 12 00:00:00 2010"	11122010	1	46841.64		2		"WT"	"VClamp"		20										0
"Fri Nov 12 00:00:00 2010"	11122010	1	46875.75		3		"WT"	"VClamp"		8										0
"Fri Nov 12 00:00:00 2010"	11122010	1	49553.593		4		"WT"	"VClamp"		3										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67615.578		5		"WT"	"VClamp"		6										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67629.859		6		"WT"	"VClamp"		12										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67654.546		7		"WT"	"VClamp"		20										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67671.906		8		"WT"	"VClamp"		22										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67737.406		9		"WT"	"VClamp"		1										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67767.265		10		"WT"	"VClamp"		8										0
"Fri Nov 12 00:00:00 2010"	11122010	1	67802.468		11		"WT"	"VClamp"		100										0
"Fri Nov 12 00:00:00 2010"	11122010	1	68116.656		12		"WT"	"VClamp"		100										0
"Wed Dec  8 00:00:00 2010"	12082010	2	40860.563		0	1	"WT"	"VClamp"		6										0
"Wed Dec  8 00:00:00 2010"	12082010	2	40875.782		1	1	"WT"	"VClamp"		12										0
"Wed Dec  8 00:00:00 2010"	12082010	2	40888.141		2	1	"WT"	"VClamp"		20										0
"Wed Dec  8 00:00:00 2010"	12082010	2	41089.813		3	1	"WT"	"VClamp"		4										0
"Wed Dec  8 00:00:00 2010"	12082010	2	41108.563		4	1	"WT"	"VClamp"		20										0
"Wed Dec  8 00:00:00 2010"	12082010	2	41143.641		5	1	"WT"	"VClamp"		12										0
"Wed Dec  8 00:00:00 2010"	12082010	2	41870		6	1	"WT"	"VClamp"		12										0
"Wed Dec  8 00:00:00 2010"	12082010	2	43390.125		7	2	"WT"	"VClamp"		17							"Maybe Red Check “Rp”"			-1
"Wed Dec  8 00:00:00 2010"	12082010	2	43426.125		8	2	"WT"	"VClamp"		12										0
"Wed Dec  8 00:00:00 2010"	12082010	2	43784.313		9	2	"WT"	"VClamp"		4										0
"Wed Dec  8 00:00:00 2010"	12082010	2	44016.282		10	2	"WT"	"VClamp"		20										0
"Wed Dec  8 00:00:00 2010"	12082010	2	45103.516		11	3	"WT"	"VClamp"		16							"Somewhere in these couple recordings there’s maybe a red check?"			-1
"Wed Dec  8 00:00:00 2010"	12082010	2	45148.375		12	3	"WT"	"VClamp"		20										0
"Wed Dec  8 00:00:00 2010"	12082010	2	45668.328		13	3	"WT"	"VClamp"		21										0
"Wed Dec  8 00:00:00 2010"	12082010	2	56813.188		14	4	"WT"	"VClamp"		39							"Maybe Red Check “Rp”"			-1
"Wed Dec  8 00:00:00 2010"	12082010	2	56908.907		15	4	"WT"	"VClamp"		12							"“Ihold = -0.015 (@-60mV)”"			-1
"Wed Dec  8 00:00:00 2010"	12082010	2	56929.766		16	4	"WT"	"VClamp"		10										0
"Wed Dec  8 00:00:00 2010"	12082010	2	56945.032		17	4	"WT"	"VClamp"		20										0
"Wed Dec  8 00:00:00 2010"	12082010	2	57012.61		18	4	"WT"	"VClamp"		22										0
"Wed Dec  8 00:00:00 2010"	12082010	2	57075.625		19	4	"WT"	"VClamp"		20										0
"Wed Dec  8 00:00:00 2010"	12082010	2	57715.422		20	4	"WT"	"VClamp"		6										0
"Wed Dec  8 00:00:00 2010"	12082010	2	58592.828		21	4	"WT"	"VClamp"		5										0
"Wed Dec  8 00:00:00 2010"	12082010	2	59168.86		23	4	"WT"	"DplStep"	"-15.00,  5.00"	1	" 8.65,  8.65"	-20.09	-33.05							-1
"Wed Dec  8 00:00:00 2010"	12082010	2	59319.532		24	4	"WT"	"DplStep"	"-15.00, 10.00"	1	"11.40, 10.31"	-16.1	-28.6							-1
"Wed Dec  8 00:00:00 2010"	12082010	2	59638.844		25	4	"WT"	"DplStep"	"-15.00, 15.00"	1	"14.53, 11.46"	-11.75	-24.31							-1
"Wed Dec  8 00:00:00 2010"	12082010	2	59991.61		26	4	"WT"	"DplStep"	"-15.00, 20.00"	1	"16.45,  7.89"	-7.02	-19.16							-1
"Wed Dec  8 00:00:00 2010"	12082010	2	61911.125		37	5	"WT"	"HplStep"	"-15.00, -20.00"	1			-62.85							0
"Fri Dec 10 00:00:00 2010"	12102010	3	63352.375		0		"WT"	"VClamp"		9							"“-35mV Ihold=-23pA @ -55mV”"			1
"Fri Dec 10 00:00:00 2010"	12102010	3	63373.594		1		"WT"	"VClamp"		12										1
"Fri Dec 10 00:00:00 2010"	12102010	3	63396.328		2		"WT"	"VClamp"		12										1
"Fri Dec 10 00:00:00 2010"	12102010	3	63426.094		3		"WT"	"VClamp"		4										1
"Fri Dec 10 00:00:00 2010"	12102010	3	63455.828		4		"WT"	"VClamp"		4										1
"Fri Dec 10 00:00:00 2010"	12102010	3	63485.844		5		"WT"	"VClamp"		12										1
"Fri Dec 10 00:00:00 2010"	12102010	3	63649.625		6		"WT"	"HplStep"	"-15.00, -20.00"	1			-64.29							1
"Fri Dec 10 00:00:00 2010"	12102010	3	63848.922		8		"WT"	"DplStep"	"-15.00, -10.00"	1	" 0.00,  1.17"	-51.94	-62.71							1
"Fri Dec 10 00:00:00 2010"	12102010	3	63929.172		9		"WT"	"Unknown"		1										1
"Fri Dec 10 00:00:00 2010"	12102010	3	64110.391		10		"WT"	"DplStep"	"-5.00,  0.00"	1	" 1.83,  1.38"	-30.19	-42.23							1
"Fri Dec 10 00:00:00 2010"	12102010	3	64301.422		12		"WT"	"DplStep"	"-5.00,  5.00"	1	" 5.60,  4.97"	-23.35	-32.95							1
"Fri Dec 10 00:00:00 2010"	12102010	3	64419.375		13		"WT"	"DplStep"	"-5.00,  5.00"	1	" 5.07,  4.69"	-24.74	-34.2							1
"Fri Dec 10 00:00:00 2010"	12102010	3	64636.703		14		"WT"	"DplStep"	"-5.00, 10.00"	1	" 7.19,  7.98"	-18.08	-26.5							1
"Fri Dec 10 00:00:00 2010"	12102010	3	64827.485		15		"WT"	"DplStep"	"-5.00, 15.00"	1	"10.34, 10.36"	-11.24	-19.12							1
"Fri Dec 10 00:00:00 2010"	12102010	3	65963.078		23		"WT"	"Unknown"		1										1
"Fri Dec 10 00:00:00 2010"	12102010	3	66967.485		28		"WT"	"Unknown"		1										1
"Wed Jan 19 00:00:00 2011"	1192011	4	51864.593		0		"WT"	"DplStep"	"-45.00, -25.00"	1	" 1.35,  2.20"	-24.23	-41.43							1
"Wed Jan 19 00:00:00 2011"	1192011	4	51980.656		1		"WT"	"DplStep"	"-40.00, -20.00"	1	" 5.92, 11.32"	-18.86	-38.57							1
"Wed Jan 19 00:00:00 2011"	1192011	4	52080.046		2		"WT"	"DplStep"	"-35.00, -15.00"	1	"15.61, 17.05"	-19.7	-35.49							1
"Wed Jan 19 00:00:00 2011"	1192011	4	52482.031		4		"WT"	"DplStep"	"-32.00, -27.00"	1	" 1.12,  1.96"	-27.21	-43.87							1
"Wed Jan 19 00:00:00 2011"	1192011	4	52548.625		5		"WT"	"DplStep"	"-32.00, -22.00"	1	"14.17, 10.59"	-23.52	-39.88							1
"Wed Jan 19 00:00:00 2011"	1192011	4	52654.687		6		"WT"	"DplStep"	"-35.00, -25.00"	1	" 6.00,  7.58"	-25.94	-42.41							1
"Wed Jan 19 00:00:00 2011"	1192011	4	52782.046		7		"WT"	"DplStep"	"-35.00, -20.00"	1	"16.35, 13.95"	-22.61	-38.47							1
"Wed Jan 19 00:00:00 2011"	1192011	4	52972.796		8		"WT"	"DplStep"	"-35.00, -15.00"	1	"20.62, 15.96"	-20.83	-36.94							1
"Thu Jan 20 00:00:00 2011"	1202011	5	55379.843		1			"DplStep"	"-10.00, -5.00"	1	" 1.27,  0.00"	-2.89	-42.97							
"Thu Jan 20 00:00:00 2011"	1202011	5	55420.062		2			"DplStep"	"-10.00,  0.00"	1	" 4.73,  7.46"	2.48	-37.16							
"Thu Jan 20 00:00:00 2011"	1202011	5	55540.812		3			"DplStep"	"-10.00,  5.00"	1	" 9.80, 11.34"	4.48	-33.66							
"Thu Jan 20 00:00:00 2011"	1202011	5	55617.281		4			"DplStep"	"-10.00, 10.00"	1	"15.23, 16.49"	6.49	-29.99							
"Thu Jan 20 00:00:00 2011"	1202011	5	61318.421		17			"DplStep"	"-100.00, -80.00"	1	" 8.27,  3.19"	-60.84	-62.98							
"Fri Jan 21 00:00:00 2011"	1212011	6	44621.015		0			"DplStep"	"-10.00, 10.00"	1	"17.12, 19.40"	-9.71	-23.22							
"Fri Jan 21 00:00:00 2011"	1212011	6	44843.828		2			"DplStep"	"-8.00, -3.00"	1	" 0.00,  0.78"	-24.99	-43.61							
"Fri Jan 21 00:00:00 2011"	1212011	6	44975.875		3			"DplStep"	"-8.00,  2.00"	1	" 6.55,  7.62"	-18.76	-35.14							
"Fri Jan 21 00:00:00 2011"	1212011	6	45079.156		4			"DplStep"	"-8.00,  7.00"	1	"14.24, 15.38"	-12.55	-27.44							
"Fri Jan 21 00:00:00 2011"	1212011	6	45213.265		5			"DplStep"	"-8.00, 12.00"	1	"21.58, 20.02"	-7.62	-21.59							
"Fri Jan 21 00:00:00 2011"	1212011	6	48585.078		16			"DplStep"	"-5.00,  5.00"	1	" 7.95,  8.38"	-16.99	-34.19							
"Fri Jan 21 00:00:00 2011"	1212011	6	48878.703		18			"DplStep"	"-5.00,  5.00"	1	" 0.00,  0.00"	"  nan"	-24.49							
"Fri Jan 21 00:00:00 2011"	1212011	6	49290.031		20			"DplStep"	"-5.00,  5.00"	1	" 0.00,  0.00"	"  nan"	-23.83							
"Fri Jan 21 00:00:00 2011"	1212011	6	72213.421		22			"DplStep"	"-0.10,  0.10"	1	" 0.00,  0.00"	"  nan"	-50.64							
"Fri Jan 21 00:00:00 2011"	1212011	6	72274.015		23			"DplStep"	"-0.10,  5.00"	1	" 0.00,  0.00"	"  nan"	-16.96							
"Fri Jan 21 00:00:00 2011"	1212011	6	72308.671		24			"DplStep"	"-0.10, 10.00"	1	" 4.15,  9.52"	43.18	7.49							
"Fri Jan 21 00:00:00 2011"	1212011	6	73646.437		25			"DplStep"	"-1.00, 19.00"	1	"17.47, 16.35"	12.04	-34.76							
"Fri Jan 21 00:00:00 2011"	1212011	6	73795		27			"DplStep"	"-3.00,  2.00"	1	" 4.85,  4.01"	8.22	-44.82							
"Fri Jan 21 00:00:00 2011"	1212011	6	73832.453		28			"DplStep"	"-3.00,  7.00"	1	" 6.72,  7.73"	10.63	-40.89							
"Fri Jan 21 00:00:00 2011"	1212011	6	73967.375		29			"DplStep"	"-3.00, 12.00"	1	"19.78, 15.88"	11.26	-34.41							
"Fri Jan 21 00:00:00 2011"	1212011	6	74074.921		30			"DplStep"	"-3.00, 12.00"	1	"13.71, 13.52"	10.66	-37.26							
"Fri Jan 21 00:00:00 2011"	1212011	6	74152		31			"DplStep"	"-3.00, 17.00"	1	"20.34, 20.95"	10.45	-33.7							
"Mon Jan 24 00:00:00 2011"	1242011	7	61457.359		0			"DplStep"	"-1.00,  9.00"	1	"16.92, 15.25"	2.38	-29.87							
"Mon Jan 24 00:00:00 2011"	1242011	7	61726.75		2			"DplStep"	"-1.00,  4.00"	1	"11.14,  9.75"	-2.4	-36.5							
"Mon Jan 24 00:00:00 2011"	1242011	7	61799.984		3			"DplStep"	"-1.00,  9.00"	1	"18.37, 15.91"	0.32	-31.64							
"Mon Jan 24 00:00:00 2011"	1242011	7	61919.953		4			"DplStep"	"-1.00, 14.00"	1	"30.12, 28.29"	4.08	-23.85							
"Mon Jan 24 00:00:00 2011"	1242011	7	62088.609		5			"DplStep"	"-1.00, 19.00"	1	"38.97,  0.00"	9.89	-13.33							
"Mon Jan 24 00:00:00 2011"	1242011	7	62337.578		6			"HplSteps"	"-1.00, -1.00, -2.00, -3.00, -4.00, -5.00, -6.00"	6			"-62.49, -68.87, -73.40, -79.24, -79.32, -85.10"	3.94	58.43	14.84				
"Mon Jan 24 00:00:00 2011"	1242011	7	62523.656		7			"HplSteps"	"-1.00, -1.00, -2.00, -3.00, -4.00, -5.00, -6.00, -7.00, -8.00, -9.00, -10.00, -11.00, -12.00"	12			"-59.27, -64.80, -70.78, -77.53, -78.62, -83.81, -91.03, -95.70, -97.78, -101.82, -107.79, -112.49"	4.68	57.61	12.31				
"Mon Jan 24 00:00:00 2011"	1242011	7	65284.359		11			"DplStep"	"-1.00,  9.00"	1	"14.74,  0.00"	-8.4	-27.84							
"Mon Jan 24 00:00:00 2011"	1242011	7	65321.515		12			"DplStep"	"-1.00,  4.00"	1	" 0.00,  0.00"	"  nan"	-33.53							
"Mon Jan 24 00:00:00 2011"	1242011	7	66292.875		14			"DplStep"	"-1.00,  9.00"	1	" 0.00,  0.00"	"  nan"	-27.45							
"Tue Jan 25 00:00:00 2011"	1252011	8	73742.921		0			"Rest"	0	1	0	"  nan"	-53.69							
"Tue Jan 25 00:00:00 2011"	1252011	8	73783.968		1			"DplStep"	" 0.00,  5.00"	1	" 4.73,  3.87"	-0.63	-40.69							
"Tue Jan 25 00:00:00 2011"	1252011	8	73847.109		2			"DplStep"	" 0.00, 10.00"	1	" 8.23,  6.27"	-0.32	-38.09							
"Tue Jan 25 00:00:00 2011"	1252011	8	73904.64		3			"DplStep"	" 0.00, 15.00"	1	"14.50, 11.96"	1.54	-33.72							
"Tue Jan 25 00:00:00 2011"	1252011	8	73991.64		4			"DplStep"	" 0.00, 20.00"	1	"20.23, 17.50"	3.31	-29.56							
"Tue Jan 25 00:00:00 2011"	1252011	8	74186.578		5			"HplSteps"	"-1.00, -1.00, -2.00, -3.00, -4.00, -5.00, -6.00, -7.00, -8.00, -9.00, -10.00, -11.00, -12.00"	12			"-53.17, -58.46, -64.92, -70.65, -72.81, -77.50, -80.19, -87.42, -83.08, -88.04, -91.14, -94.97"	3.3	101.25	30.67				
"Mon Jan 31 00:00:00 2011"	1312011	9	62828.828		1			"DplStep"	"-10.00, -5.00"	1	" 0.00,  0.00"	"  nan"	-44.76							
"Mon Jan 31 00:00:00 2011"	1312011	9	62867.015		2			"DplStep"	"-10.00,  0.00"	1	" 3.21,  2.78"	-1.71	-45.26							
"Mon Jan 31 00:00:00 2011"	1312011	9	62954.89		3			"DplStep"	"-10.00,  5.00"	1	" 5.56,  5.19"	-0.79	-43.11							
"Mon Jan 31 00:00:00 2011"	1312011	9	63106.968		4			"DplStep"	"-10.00, 10.00"	1	" 9.88,  7.33"	0.45	-39.82							
"Mon Jan 31 00:00:00 2011"	1312011	9	63214.437		5			"DplStep"	"-6.00,  4.00"	1	" 5.24,  4.42"	-2.18	-43.6							
"Mon Jan 31 00:00:00 2011"	1312011	9	63297.828		6			"DplStep"	"-6.00, -1.00"	1	" 2.94,  1.92"	-4.92	-46.46							
"Mon Jan 31 00:00:00 2011"	1312011	9	63367.671		7			"DplStep"	"-6.00,  9.00"	1	" 7.25,  6.64"	-1.23	-41.28							
"Mon Jan 31 00:00:00 2011"	1312011	9	63431.062		8			"DplStep"	"-6.00, 14.00"	1	"10.91, 10.39"	0.63	-37.88							
"Mon Jan 31 00:00:00 2011"	1312011	9	63556.281		9			"HplSteps"	"-6.00, -6.00, -7.00, -8.00, -9.00, -10.00, -11.00, -12.00, -13.00, -14.00, -15.00, -16.00, -17.00"	12			"-52.31, -54.96, -56.07, -58.55, -60.88, -63.58, -63.73, -67.20, -69.76, -70.45, -71.56, -75.35"	2.12	89.31	42.17				
"Mon Jan 31 00:00:00 2011"	1312011	9	65769.281		15			"DplStep"	"-2.00,  8.00"	1	" 4.64,  4.90"	-7.43	-44.27							
"Mon Jan 31 00:00:00 2011"	1312011	9	66090.203		17			"DplStep"	"-2.00,  8.00"	1	" 1.21,  0.95"	-8.46	-36.78							
"Mon Jan 31 00:00:00 2011"	1312011	9	66188.562		18			"DplStep"	"-2.00,  8.00"	1	" 1.42,  0.98"	-8.59	-35.33							
"Mon Jan 31 00:00:00 2011"	1312011	9	66884.093		20			"DplStep"	"-2.00,  8.00"	1	" 4.03,  2.61"	-18.13	-25.56							
"Mon Jan 31 00:00:00 2011"	1312011	9	52626.546		0			"DplStep"	"-6.00,  4.00"	1	"11.58, 14.41"	-5.95	-33.46							
"Wed Feb  9 00:00:00 2011"	2092011	10	52690.484		1			"DplStep"	"-6.00,  4.00"	1	"11.14, 14.83"	-6.2	-33.68							
"Wed Feb  9 00:00:00 2011"	2092011	10	52822.89		3			"DplStep"	"-6.00, -1.00"	1	" 2.25,  3.92"	-8.1	-41.5							
"Wed Feb  9 00:00:00 2011"	2092011	10	52882.671		4			"DplStep"	"-6.00,  9.00"	1	"22.90, 22.85"	-3.41	-28.13							
"Wed Feb  9 00:00:00 2011"	2092011	10	52981.046		5			"DplStep"	"-6.00, 14.00"	1	"30.92, 24.83"	-0.73	-24.12							
"Wed Feb  9 00:00:00 2011"	2092011	10	53289.703		6			"HplSteps"	"-8.00, -8.00, -9.00, -10.00, -11.00, -12.00, -13.00, -14.00, -15.00, -16.00, -17.00, -18.00, -19.00"	12			"-56.96, -60.67, -64.97, -69.84, -69.59, -72.00, -76.85, -79.85, -78.88, -83.20, -87.49, -91.24"	2.8	37.29	13.33				
"Wed Feb  9 00:00:00 2011"	2092011	10	54068.406		11			"DplStep"	"-6.00,  4.00"	1	"16.20, 13.86"	-4.91	-34.25							
"Wed Feb  9 00:00:00 2011"	2092011	10	64204.593		15			"DplStep"	"-250.00, -50.00"	1	"20.22, 14.32"	-8.64	-25.51							
"Wed Feb  9 00:00:00 2011"	2092011	10	64245.265		16			"DplStep"	"-250.00, -150.00"	1	" 0.00,  0.00"	"  nan"	-45.98							
"Wed Feb  9 00:00:00 2011"	2092011	10	64307.25		17			"DplStep"	"-170.00, -70.00"	1	"12.11, 15.42"	-7.07	-29.52							
"Wed Feb  9 00:00:00 2011"	2092011	10	64353		18			"DplStep"	"-170.00, -120.00"	1	" 1.12,  3.82"	-12.69	-32.08							
"Wed Feb  9 00:00:00 2011"	2092011	10	64709.437		19			"DplStep"	"-120.00, 30.00"	1	"35.42, 31.11"	10.6	-2.77							
"Wed Feb  9 00:00:00 2011"	2092011	10	64837.765		20			"DplStep"	"-130.00, 70.00"	1	"39.37, 37.29"	22.03	11.32							
"Wed Feb  9 00:00:00 2011"	2092011	10	64980.453		21			"HplSteps"	"-130.00, -130.00, -131.00, -132.00, -133.00, -134.00, -135.00, -136.00, -137.00, -138.00, -139.00, -140.00, -141.00"	12			"-51.90, -52.41, -52.59, -53.99, -54.25, -55.27, -55.67, -56.47, -57.95, -59.34, -60.05, -61.03"	0.87	61.76	71.19				
"Wed Feb  9 00:00:00 2011"	2092011	10	65025.312		22			"HplSteps"	"-130.00, -130.00, -135.00, -140.00, -145.00, -150.00, -155.00, -160.00, -165.00, -170.00, -175.00, -180.00, -185.00"	12			"-58.61, -60.33, -64.13, -70.89, -75.32, -75.03, -78.57, -77.95, -85.13, -81.71, -83.02, -85.93"	0.51	141.36	278.58				
"Sat Feb 12 00:00:00 2011"	2122011	11	69422.375		0			"Rest"	0	1	0	"  nan"	-51.25							
"Sat Feb 12 00:00:00 2011"	2122011	11	69474.718		1			"DplStep"	" 0.00,  5.00"	1	" 0.67,  0.00"	1.53	-45.58							
"Sat Feb 12 00:00:00 2011"	2122011	11	69588.312		2			"DplStep"	" 4.00, 14.00"	1	" 4.35,  4.87"	3.23	-41.23							
"Sat Feb 12 00:00:00 2011"	2122011	11	69735.078		3			"DplStep"	" 0.00, 15.00"	1	" 3.40,  3.88"	-0.07	-39.37							
"Sat Feb 12 00:00:00 2011"	2122011	11	69807		4			"DplStep"	" 0.00, 20.00"	1	" 7.31,  8.32"	-0.18	-37.06							
"Sat Feb 12 00:00:00 2011"	2122011	11	69931.953		5			"DplStep"	"-4.00, 16.00"	1	"10.37,  7.79"	0.15	-36.5							
"Sat Feb 12 00:00:00 2011"	2122011	11	69971.812		6			"DplStep"	"-4.00, 11.00"	1	" 3.15,  4.20"	-0.31	-39.96							
"Sat Feb 12 00:00:00 2011"	2122011	11	70041.109		7			"DplStep"	"-4.00, 60.00"	1	"31.87,  0.00"	5.37	-22.11							
"Sat Feb 12 00:00:00 2011"	2122011	11	70169.375		8			"DplStep"	"-6.00,  4.00"	1	" 0.67,  2.73"	-1.82	-40.36							
"Sat Feb 12 00:00:00 2011"	2122011	11	70214.453		9			"DplStep"	"-6.00, -1.00"	1	" 0.00,  3.14"	-2.5	-42.12							
"Sat Feb 12 00:00:00 2011"	2122011	11	70320.656		10			"HplSteps"	"-20.00, -20.00, -21.00, -22.00, -23.00, -24.00, -25.00, -26.00, -27.00, -28.00, -29.00, -30.00, -31.00"	12			"-46.54, -49.03, -49.28, -50.75, -50.05, -51.91, -52.27, -52.65, -53.45, -51.12, -51.92, -50.44"	0.51	44.42	86.75				
"Sat Feb 12 00:00:00 2011"	2122011	11	70454.218		11			"HplSteps"	"-30.00, -30.00, -32.00, -34.00, -36.00, -38.00, -40.00, -42.00, -44.00, -46.00, -48.00, -50.00, -52.00"	12			"-45.25, -48.85, -51.31, -52.66, -54.70, -55.35, -57.63, -51.74, -58.86, -60.14, -62.64, -60.60"	0.58	37.81	65.5				
"Wed Mar  2 00:00:00 2011"	3022011	12	54432.007		0			"DplStep"	"-16.00,  4.00"	1	"10.05, 10.30"	6.97	-37.52							
"Wed Mar  2 00:00:00 2011"	3022011	12	54569.96		1			"DplStep"	"-16.00, -1.00"	1	" 6.90,  6.33"	3.83	-40.59							
"Wed Mar  2 00:00:00 2011"	3022011	12	54630.616		2			"DplStep"	"-16.00, -6.00"	1	" 3.26,  1.89"	1.32	-44.94							
"Wed Mar  2 00:00:00 2011"	3022011	12	54683.991		3			"DplStep"	"-16.00, -11.00"	1	" 0.00,  0.00"	"  nan"	-49.08							
"Wed Mar  2 00:00:00 2011"	3022011	12	54779.444		4			"HplSteps"	"-16.00, -16.00, -17.00, -18.00, -19.00, -20.00, -21.00, -22.00, -23.00, -24.00, -25.00, -26.00, -27.00"	12			"-57.44, -59.24, -62.33, -67.28, -65.12, -67.47, -71.86, -73.97, -74.26, -74.84, -79.91, -85.76"	2.54	114.94	45.26				
"Fri Mar  4 00:00:00 2011"	3042011	13	45229.71		1			"DplStep"	"-16.00, -11.00"	1	" 4.36,  3.85"	-24.42	-52.57							
"Fri Mar  4 00:00:00 2011"	3042011	13	45298.101		2			"DplStep"	"-16.00, -6.00"	1	"11.81,  8.68"	-23.2	-46.69							
"Fri Mar  4 00:00:00 2011"	3042011	13	45363.054		3			"DplStep"	"-16.00, -1.00"	1	"15.79, 12.10"	-19.01	-39.25							
"Fri Mar  4 00:00:00 2011"	3042011	13	45426.944		4			"DplStep"	"-16.00,  4.00"	1	"18.21, 14.36"	-13.2	-31.26							
"Fri Mar  4 00:00:00 2011"	3042011	13	45521.46		5			"Unknown"		1										
"Fri Mar  4 00:00:00 2011"	3042011	13	45752.023		6			"HplSteps"	"-7.00, -7.00, -8.00, -9.00, -10.00, -11.00, -12.00, -13.00, -14.00, -15.00, -16.00, -17.00, -18.00"	12			"-65.27, -66.93, -67.61, -72.16, -74.70, -82.23, -79.47, -85.15, -89.04, -94.64, -93.47, -99.23"	3.38	26.37	7.8				
"Fri Mar  4 00:00:00 2011"	3042011	13	65155.413		14			"DplStep"	"-4.00,  1.00"	1	" 3.36,  7.27"	-35.24	-42.34							
"Fri Mar  4 00:00:00 2011"	3042011	13	65184.741		15			"DplStep"	"-4.00,  6.00"	1	"11.15, 10.99"	-17.85	-23.47							
"Fri Mar  4 00:00:00 2011"	3042011	13	65261.007		16			"DplStep"	"-4.00, 16.00"	1	"20.57, 18.73"	-4.3	-10.87							
"Fri Mar  4 00:00:00 2011"	3042011	13	65323.648		17			"HplSteps"	"-4.00, -4.00, -5.00, -6.00, -7.00, -8.00, -9.00, -10.00, -11.00, -12.00, -13.00, -14.00, -15.00"	12			"-57.56, -61.76, -70.27, -77.47, -76.61, -81.36, -87.31, -91.27, -93.97, -101.39, -108.59, -109.08"	3.48	28.04	8.05				
"Fri Mar  4 00:00:00 2011"	3042011	13	64514.304		0			"DplStep"	"-1.00, 14.00"	1	"10.01,  9.79"	49.25	36.35							
"Tue Mar  8 00:00:00 2011"	3082011	14	54823.444		3			"DplStep"	"-15.00, -10.00"	1	" 0.00,  0.00"	"  nan"	-47.52							
"Tue Mar  8 00:00:00 2011"	3082011	14	54853.101		4			"DplStep"	"-15.00, -5.00"	1	" 0.00,  1.15"	5.09	-43							
"Tue Mar  8 00:00:00 2011"	3082011	14	54900.163		5			"DplStep"	"-15.00,  0.00"	1	" 5.59,  5.98"	5.79	-40.06							
"Tue Mar  8 00:00:00 2011"	3082011	14	54964.585		6			"DplStep"	"-15.00,  5.00"	1	" 8.40,  8.59"	6.41	-38.71							
"Tue Mar  8 00:00:00 2011"	3082011	14	55063.898		7			"HplSteps"	"-15.00, -15.00, -16.00, -17.00, -18.00, -19.00, -20.00, -21.00, -22.00, -23.00, -24.00, -25.00, -26.00"	12			"-59.38, -61.77, -61.63, -64.09, -65.39, -69.46, -68.70, -70.73, -72.58, -75.38, -75.32, -78.53"	1.73	76.79	44.43				
